section,brand,model_ocr,catalog_model_name,match_type,confidence,catalog_season,catalog_model_year,page,size,source_docId,source_url,note
mens,Burton,Supermodel,Supermodel,EXACT,verified,2007/08,2008,7,163,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Burton,Dominant,Dominant,EXACT,verified,2007/08,2008,7,154,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Burton,Love,Love,EXACT,verified,2007/08,2008,7,158,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Burton,Blunt,Blunt,EXACT,verified,2007/08,2008,7,155,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Burton,Clash,Clash,EXACT,verified,2007/08,2008,7,155,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Burton,Bullet,Bullet,EXACT,verified,2007/08,2008,7,159,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Nitro,Pantera,Pantera,EXACT,verified,2007/08,2008,8,163,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Nitro,Magnum,Magnum,EXACT,verified,2007/08,2008,8,165,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Nitro,Misfit,Misfit,EXACT,verified,2007/08,2008,8,158.6,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Nitro,Wiig Pro Model,Wiig,QUALIFIED,verified,2007/08,2008,8,157,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Wiig Pro Model' = catalog 'Wiig' + qualifier
mens,Nitro,Revolt Shield,Revolt,QUALIFIED,verified,2007/08,2008,8,158,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Revolt Shield' = catalog 'Revolt' + qualifier
mens,Bataleon,Enemy,Enemy,EXACT,verified,2007/08,2008,9,161,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Bataleon,Jam,The Jam,QUALIFIED,verified,2007/08,2008,9,157,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Jam' = catalog 'The Jam' + qualifier
mens,Bataleon,Riot,Riot,EXACT,verified,2007/08,2008,9,159,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Bataleon,Goliath,Goliath,EXACT,verified,2007/08,2008,9,157,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Bataleon,Evil Twin,Evil Twin,EXACT,verified,2007/08,2008,9,155,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Salomon,Burner,Burner,EXACT,verified,2007/08,2008,10,163,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Salomon,Special,Special,EXACT,verified,2007/08,2008,10,159,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Salomon,Prospect,Prospect,EXACT,verified,2007/08,2008,10,156,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Salomon,Patrol,Patrol,EXACT,verified,2007/08,2008,10,163,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Salomon,Arnie 5000,Arnie 5000,EXACT,verified,2007/08,2008,10,159,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Salomon,Scout,Scout,EXACT,verified,2007/08,2008,10,154,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Salomon,Tracker,Tracker,EXACT,verified,2007/08,2008,10,157,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Salomon,Sanchez,Sanchez,EXACT,verified,2007/08,2008,10,154,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Rossignol,Jeremy Jones,Jeremy Jones,EXACT,verified,2007/08,2008,11,169,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Rossignol,Decoy,Decoy,EXACT,verified,2007/08,2008,11,160,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Rossignol,Alias,Alias,EXACT,verified,2007/08,2008,11,155,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Rossignol,One,One,EXACT,verified,2007/08,2008,11,161,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Rossignol,Premier,Premier,EXACT,verified,2007/08,2008,11,156,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Rossignol,Storm,Storm,EXACT,verified,2007/08,2008,11,162,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Elan,Vertigo,Vertigo,EXACT,verified,2007/08,2008,12,162,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Elan,Inverse,Inverse,EXACT,verified,2007/08,2008,12,159,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Elan,Answer,Answer,EXACT,verified,2007/08,2008,12,158,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Elan,El Grande,El Grande,EXACT,verified,2007/08,2008,12,163,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Elan,Crest,Crest,EXACT,verified,2007/08,2008,12,158,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Forum,Destroyer,Destroyer,EXACT,verified,2007/08,2008,14,154,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Forum,Destroyer Pro TK,Destroyer,QUALIFIED,verified,2007/08,2008,14,154,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Destroyer Pro TK' = catalog 'Destroyer' + qualifier
mens,Forum,Grudge,Grudge,EXACT,verified,2007/08,2008,14,156,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Forum,Raider,Raider,EXACT,verified,2007/08,2008,14,163,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Forum,Recon,Recon,EXACT,verified,2007/08,2008,14,156,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Forum,Stomper,Stomper,EXACT,verified,2007/08,2008,14,157,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Forum,Youngblood,Youngblood,EXACT,verified,2007/08,2008,14,156,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Forum,Manual,Manual,EXACT,verified,2007/08,2008,14,153,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Capita,Black Death Speed Tribe,Black Death Speed Tribe,EXACT,verified,2007/08,2008,15,162.5,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Capita,Outdoor Living,Outdoor Living,EXACT,verified,2007/08,2008,15,156,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Capita,Mid Life Artist,Mid Life Artist,EXACT,verified,2007/08,2008,15,155,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Volkl,Selecta,Selecta,EXACT,verified,2007/08,2008,16,168,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Volkl,Squad,Squad,EXACT,verified,2007/08,2008,16,158,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Volkl,Vice SQD,Vice,QUALIFIED,verified,2007/08,2008,16,157,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Vice SQD' = catalog 'Vice' + qualifier
mens,Volkl,Jibster SQD,Jibster,QUALIFIED,verified,2007/08,2008,16,152,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Jibster SQD' = catalog 'Jibster' + qualifier
mens,Volkl,Riot SQD,Riot,QUALIFIED,verified,2007/08,2008,16,157,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Riot SQD' = catalog 'Riot' + qualifier
mens,Santa Cruz,Duo Freedom,Duo,QUALIFIED,verified,2007/08,2008,17,163,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Duo Freedom' = catalog 'Duo' + qualifier
mens,Santa Cruz,Jon Kooley TT Pro,Jon Kooley TT Pro,EXACT,verified,2007/08,2008,17,154,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Santa Cruz,Perfect 11 TT,Perfect 11,QUALIFIED,verified,2007/08,2008,17,160,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Perfect 11 TT' = catalog 'Perfect 11' + qualifier
mens,Santa Cruz,Largo,Largo,EXACT,verified,2007/08,2008,17,162,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Santa Cruz,Fusion TT,Fusion,QUALIFIED,verified,2007/08,2008,17,154,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Fusion TT' = catalog 'Fusion' + qualifier
mens,GNU,Riders Choice MTX,Riders Choice,QUALIFIED,verified,2007/08,2008,18,154.5,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Riders Choice MTX' = catalog 'Riders Choice' + qualifier
mens,Lib Tech,Jamie Lynn Phoenix,Phoenix,QUALIFIED,verified,2007/08,2008,18,157,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Jamie Lynn Phoenix' = catalog 'Phoenix' + qualifier
mens,Lib Tech,Skunk Ape MTX,Skunk Ape,QUALIFIED,verified,2007/08,2008,18,167,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Skunk Ape MTX' = catalog 'Skunk Ape' + qualifier
mens,Rome,Anthem,Anthem,EXACT,verified,2007/08,2008,18,159,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Rome,Agent,Agent,EXACT,verified,2007/08,2008,18,158,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Rome,Graft,Graft,EXACT,verified,2007/08,2008,18,155,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Rome,Artifact,Artifact,EXACT,verified,2007/08,2008,18,153,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Rossignol,Sultan,Sultan,EXACT,verified,2007/08,2008,20,159,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Santa Cruz,Allstar,Allstar,EXACT,verified,2007/08,2008,20,158,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,Elan,Prodigy,Prodigy,EXACT,verified,2007/08,2008,20,156,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,F2,Eliminator LTD,Eliminator,QUALIFIED,verified,2007/08,2008,21,162,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Eliminator LTD' = catalog 'Eliminator' + qualifier
mens,F2,Silberpfeil,Silberpfeil,EXACT,verified,2007/08,2008,21,162,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,F2,Speedster RS,Speedster RS,EXACT,verified,2007/08,2008,21,168,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
mens,F2,Speedster SL,Speedster SL,EXACT,verified,2007/08,2008,21,163,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Burton,Feelgood,Feelgood,EXACT,verified,2007/08,2008,98,149,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Burton,Stigma,Stigma,EXACT,verified,2007/08,2008,98,148,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Burton,Troop,Troop,EXACT,verified,2007/08,2008,98,151,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Burton,Feather,Feather,EXACT,verified,2007/08,2008,98,149,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Elan,Trinity,Trinity,EXACT,verified,2007/08,2008,98,152,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Elan,Aurora,Aurora,EXACT,verified,2007/08,2008,98,150,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Nitro,T1,T1,EXACT,verified,2007/08,2008,99,146,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Santa Cruz,Muse,Muse,EXACT,verified,2007/08,2008,99,154,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Santa Cruz,Suave,Suave,EXACT,verified,2007/08,2008,99,147,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Forum,Star,Star,EXACT,verified,2007/08,2008,99,149,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Forum,Aura,Aura,EXACT,verified,2007/08,2008,99,149,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Rossignol,Sonar,Sonar,EXACT,verified,2007/08,2008,100,148,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Rossignol,Diva,Diva,EXACT,verified,2007/08,2008,100,152,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Rossignol,Zena,Zena,EXACT,verified,2007/08,2008,100,147,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Roxy,Sugar Inspire,Inspire,QUALIFIED,verified,2007/08,2008,100,147,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,printed 'Sugar Inspire' = catalog 'Inspire' + qualifier
girls,Roxy,Ollie Pop,Ollie Pop,EXACT,verified,2007/08,2008,100,151,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Salomon,Ivy,Ivy,EXACT,verified,2007/08,2008,101,149,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Salomon,Radiant,Radiant,EXACT,verified,2007/08,2008,101,148,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Atomic,Polarity,Polarity,EXACT,verified,2007/08,2008,101,151,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Atomic,Fallen Angel,Fallen Angel,EXACT,verified,2007/08,2008,101,152,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Atomic,Tika,Tika,EXACT,verified,2007/08,2008,101,151,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
girls,Rome,Detail,Detail,EXACT,verified,2007/08,2008,101,149,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708,
